id,original_title,title,original_language,release_date,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,genre_names,profit
788752,Vikingulven,Viking Wolf,no,2022-11-18,3.648,0,0.0,0,0,97,Post Production,False,"Horror, Thriller",0
384723,Witch's Feast (Part 2),Witch's Feast (Part 2),en,2003-01-01,0.6,0,0.0,0,0,35,Released,False,Horror,0
754651,On Venus,On Venus,en,2019-11-08,0.6,0,0.0,0,0,10,Released,False,"Documentary, Horror, Science Fiction",0
432730,The Slavers,The Slavers,en,1984-01-01,0.6,0,0.0,0,0,96,Released,False,Horror,0
737515,The Children of Golgotha,The Children of Golgotha,de,2019-11-09,0.6,1,2.0,0,0,110,Released,False,Horror,0
1030684,Rest ( 2021),Rest ( 2021),en,2021-10-01,0.6,0,0.0,100,0,0,Released,False,Horror,-100
464929,Ghost Hospital,Ghost Hospital,vi,2016-10-02,0.6,0,0.0,0,0,104,Released,False,"Comedy, Horror",0
224075,Torment,Torment,en,1986-04-01,1.61,5,3.4,0,0,85,Released,False,"Crime, Horror, Mystery, Thriller",0
126693,Kulay Dugo ang Gabi,The Blood Drinkers,tl,1964-11-06,2.703,12,5.3,0,0,86,Released,False,Horror,0
87069,殺し屋１ THE ANIMATION EPISODE 0,Ichi the Killer: Episode 0,ja,2002-09-27,2.163,20,5.8,0,0,50,Released,False,"Animation, Drama, Horror, Thriller",0
203525,Beastly Boyz,Beastly Boyz,en,2006-10-02,1.928,7,2.7,683558,0,74,Released,False,"Horror, Thriller",-683558
413097,Look If You Dare,Look If You Dare,en,2016-07-19,0.6,0,0.0,0,0,4,Released,False,Horror,0
10776,Little Shop of Horrors,Little Shop of Horrors,en,1986-12-19,14.076,1165,6.9,25000000,38748395,94,Released,False,"Comedy, Horror",13748395
402805,Fatal Invitation,Fatal Invitation,en,2011-04-03,0.6,1,5.5,0,1593132,85,Released,False,"Horror, Mystery, Thriller",1593132
536660,Jelangkung 3,Jelangkung 3,id,2007-10-04,0.6,0,0.0,0,0,82,Released,False,Horror,0
424087,Los demonios del desierto,Demons of the Desert,es,1990-01-01,0.77,6,4.5,0,0,90,Released,False,"Action, Horror",0
27771,Sometimes They Come Back... for More,Sometimes They Come Back... for More,en,1998-09-06,5.626,46,4.4,0,0,89,Released,False,Horror,0
36901,Violent Shit 3 - Infantry of Doom,Violent Shit 3 - Infantry of Doom,de,1999-03-21,1.317,13,3.2,0,0,79,Released,False,"Action, Horror",0
587595,Cavie,Cavie,it,2009-12-10,0.843,0,0.0,0,0,0,Released,False,"Horror, Thriller",0
503436,Behind the Walls,Behind the Walls,en,2018-02-01,1.793,6,6.3,0,0,91,Released,False,Horror,0
28382,The Devil's Bloody Playthings,The Devil's Bloody Playthings,en,2005-09-25,1.304,3,3.5,0,0,85,Released,False,"Fantasy, Horror",0
840334,Larmes de sang,Larmes de sang,fr,2011-01-01,0.6,1,10.0,0,0,82,Released,False,Horror,0
487208,Plenilunio,Full Moon,es,1993-11-14,0.6,1,4.0,0,0,85,Released,False,Horror,0
839678,Unhuman,Unhuman,en,2022-06-03,56.0,59,5.7,0,0,87,Released,False,"Comedy, Horror",0
336455,Viral,Viral,en,2016-02-18,15.024,438,5.7,0,551760,86,Released,False,"Drama, Horror, Science Fiction",551760
878671,"Ghost Hunters, Inc. Presents: The Graveyard Shift","Ghost Hunters, Inc. Presents: The Graveyard Shift",en,2005-12-12,0.6,0,0.0,0,0,70,Released,False,"Comedy, Horror",0
57008,Alice in Murderland,Alice in Murderland,en,2010-02-05,3.515,16,3.0,0,0,90,Released,False,"Horror, Thriller",0
126397,The Case of the Smiling Stiffs,The Case of the Smiling Stiffs,en,1973-10-17,3.06,5,6.0,0,0,65,Released,False,"Comedy, Horror",0
95514,Boy Meets Girl,Boy Meets Girl,en,1994-07-30,1.023,11,4.5,0,0,93,Released,False,"Drama, Horror",0
20591,Cradle of Fear,Cradle of Fear,en,2001-07-04,4.201,53,4.4,0,0,120,Released,False,Horror,0
812987,Juncture,Juncture,en,2017-03-29,0.6,0,0.0,0,0,13,Released,False,Horror,0
104404,From the Drain,From the Drain,en,1967-01-01,1.933,22,4.9,0,0,13,Released,False,Horror,0
709430,The Screaming Silent,The Screaming Silent,en,2020-05-27,0.6,2,1.5,0,0,104,Released,False,"Drama, Horror",0
791655,Dikejar Setan,Chased by Satan,id,2009-06-25,0.6,0,0.0,0,0,100,Released,False,"Horror, Thriller",0
670127,Real Thing,Real Thing,en,2007-02-18,0.6,0,0.0,0,0,5,Released,False,Horror,0
321708,처녀귀신,A Virgin Ghost,en,1967-12-18,0.6,0,0.0,0,0,0,Released,False,"Horror, Mystery",0
26958,Puppet Master 5: The Final Chapter,Puppet Master 5: The Final Chapter,en,1994-09-21,7.007,73,5.1,0,0,82,Released,False,"Fantasy, Horror, Science Fiction",0
878127,Bienvenidos al infierno,Welcome to Hell,es,2021-10-07,1.946,12,5.2,0,0,90,Released,False,Horror,0
524251,I See You,I See You,en,2019-09-11,59.919,1041,7.0,3000000,0,98,Released,False,"Crime, Horror, Mystery, Thriller",-3000000
297881,Dead Hearts,Dead Hearts,en,2014-09-10,0.741,12,6.2,0,0,17,Released,False,"Comedy, Fantasy, Horror, Romance",0
83833,Nostrum,Nostrum,en,2010-05-14,1.905,6,3.0,0,0,79,Released,False,Horror,0
915572,Violations,Violations,en,1986-01-01,0.6,0,0.0,25000,0,0,Released,False,Horror,-25000
668462,Multiplex,Multiplex,en,2020-03-03,0.6,0,0.0,18000,0,19,Released,False,"Action, Adventure, Comedy, Fantasy, Horror, Music, Science Fiction",-18000
496552,Banglow No. 666,Banglow No. 666,hi,1990-01-01,0.6,0,0.0,0,0,0,Released,False,Horror,0
114209,Stragglers,Stragglers,en,2004-10-08,0.6,1,2.0,0,0,86,Released,False,"Horror, Thriller",0
316036,Incense and Peppermints,Incense and Peppermints,en,1981-01-01,0.6,0,0.0,0,0,0,Released,False,Horror,0
83000,Fairview Falls,Fairview Falls,en,2011-11-05,0.6,2,1.5,0,0,97,Released,False,Horror,0
435102,バグ,Bugs,ja,1997-01-11,1.388,0,0.0,0,0,85,Released,False,Horror,0
340249,The Man in the Shadows,The Man in the Shadows,en,2017-01-27,2.359,22,4.3,0,0,88,Released,False,"Drama, Horror, Thriller",0
404292,A Hole in the Ground,A Hole in the Ground,en,2018-09-01,0.6,4,5.6,0,0,15,Released,False,"Horror, Mystery",0
316878,I Love Snuff,I Love Snuff,fr,1995-01-01,1.451,9,4.7,0,0,51,Released,False,"Crime, Horror, Romance",0
654593,Carnal Orient,Carnal Orient,en,2016-01-22,0.6,2,5.0,0,0,7,Released,False,Horror,0
533049,Quiver,Quiver,en,2018-06-28,0.6,1,6.0,0,0,14,Released,False,"Horror, Mystery",0
146165,The House That Screamed,The House That Screamed,en,2000-04-11,1.517,2,1.5,0,0,70,Released,False,Horror,0
367858,Ratas,Rats,es,2012-11-11,0.6,4,4.5,0,0,17,Released,False,"Comedy, Horror",0
806944,Borrasca,Borrasca,en,2018-05-31,0.6,0,0.0,0,0,163,Released,False,"Horror, Mystery",0
414192,Jenny,Jenny,id,2016-09-05,0.6,3,2.8,0,0,11,Released,False,Horror,0
552058,Folklore: A Mother's Love,Folklore: A Mother's Love,id,2018-10-07,0.692,3,7.2,0,0,48,Released,False,"Drama, Horror, TV Movie",0
1013117,CO2 Carbon Dioxide,CO2 Carbon Dioxide,my,2018-07-27,0.6,0,0.0,0,0,119,Released,False,"Horror, Thriller",0
45825,The Voice,The Voice,en,2004-01-01,0.6,1,1.0,0,0,28,Released,False,"Documentary, Horror",0
334319,Призрак Из Ховрино,The Ghost from Hovrino,en,2012-02-06,0.6,2,6.5,0,0,80,Released,False,Horror,0
526225,Gates of Darkness,Gates of Darkness,en,2019-10-01,4.632,27,6.2,0,0,91,Released,False,Horror,0
24796,Edges of Darkness,Edges of Darkness,en,2008-09-22,2.29,14,3.6,0,0,86,Released,False,"Horror, Science Fiction",0
129218,Dead Dreams of Monochrome Men,Dead Dreams of Monochrome Men,en,1989-09-27,0.628,6,5.5,0,0,52,Released,False,"Drama, Horror",0
870950,The Wereback,The Wereback,en,2021-09-02,0.6,0,0.0,0,0,6,Released,False,Horror,0
382723,Summit,Summit,en,2015-06-18,0.648,1,1.0,0,0,80,Released,False,"Drama, Horror",0
610088,Popcorn,Popcorn,fa,2018-06-07,0.6,0,0.0,0,0,12,Released,False,Horror,0
767214,Paranoia Tapes 9: DVD-,Paranoia Tapes 9: DVD-,en,2020-05-13,0.672,0,0.0,0,0,0,Released,False,Horror,0
574742,Dimension Z,Dimension Z,en,2017-06-01,1.783,2,5.0,0,0,70,Released,False,"Horror, Science Fiction",0
766070,Behind Blue Eyes,Behind Blue Eyes,en,1980-01-01,0.6,0,0.0,0,0,48,Released,False,Horror,0
775564,THE EFFIGY,THE EFFIGY,en,2020-12-09,0.6,2,10.0,0,0,6,Released,False,Horror,0
367099,Alien Platoon,Alien Platoon,fr,1992-11-26,0.6,1,2.0,0,0,87,Released,False,"Action, Horror",0
85195,Don't Go to Sleep,Don't Go to Sleep,en,1982-12-10,2.93,27,6.4,0,0,93,Released,False,"Horror, TV Movie",0
354135,Never Play with the Dead,Never Play with the Dead,en,2001-01-01,1.035,3,2.7,0,0,80,Released,False,Horror,0
25241,Squirm,Squirm,en,1976-07-30,5.978,84,5.0,0,0,92,Released,False,Horror,0
327095,Dark Tarot,Dark Tarot,en,2014-08-01,0.6,1,5.0,0,0,81,Released,False,Horror,0
996266,Aperio,Aperio,en,2022-08-18,0.716,0,0.0,0,0,18,Released,False,Horror,0
22072,The Chair,The Chair,en,2007-01-01,1.952,19,3.8,0,0,89,Released,False,"Horror, Thriller",0
77824,Rockula,Rockula,en,1990-02-23,1.474,15,4.8,0,0,87,Released,False,"Comedy, Horror, Music, Romance",0
28590,King Dinosaur,King Dinosaur,en,1955-07-17,1.618,18,1.9,0,0,63,Released,False,"Adventure, Horror, Science Fiction",0
136468,Heavy Metal Massacre,Heavy Metal Massacre,en,1989-09-06,1.023,4,5.5,0,0,83,Released,False,Horror,0
729873,3 Day Weekend,3 Day Weekend,en,2009-03-11,0.6,0,0.0,0,0,0,Released,False,Horror,0
278288,Potret Mistik,Potret Mistik,en,2005-03-10,1.4,1,7.0,0,0,108,Released,False,Horror,0
784284,Todd,Todd,en,2021-03-21,1.4,3,7.3,100000,0,91,Released,False,"Drama, Horror, Mystery, Thriller",-100000
223075,The Cabin,The Cabin,en,2013-11-01,0.72,4,4.8,0,0,30,Released,False,Horror,0
204932,妖夜迴廊,Night Corridor,cn,2003-08-21,0.84,7,4.6,0,0,73,Released,False,"Drama, Horror, Mystery",0
89995,The Frozen Dead,The Frozen Dead,en,1966-10-15,2.791,20,5.0,0,0,95,Released,False,"Horror, Science Fiction",0
684993,Spirit Board: Doorway to Death,Spirit Board: Doorway to Death,en,2020-03-20,0.6,0,0.0,500,0,13,Released,False,Horror,-500
719950,"Stop It, You're Killing Me","Stop It, You're Killing Me",en,2000-12-12,0.6,0,0.0,0,0,90,Released,False,"Comedy, Horror",0
822992,Les Maîtresses du Docteur Loiseau,Les Maîtresses du Docteur Loiseau,fr,2008-04-04,0.6,0,0.0,0,0,0,Released,False,"Comedy, Horror",0
666476,En aften i det gronne,An Evening in Green,xx,1994-07-08,0.6,1,6.0,0,0,4,Released,False,"Comedy, Horror",0
16309,Monster,Monster,en,2008-01-18,3.906,24,3.7,0,0,86,Released,False,"Action, Horror, Science Fiction",0
475531,The Harvesters,The Harvesters,en,2017-09-12,0.6,0,0.0,0,0,91,Released,False,"Horror, Mystery",0
141555,Snakewoman,Snakewoman,en,2005-10-07,1.408,4,2.3,0,0,98,Released,False,Horror,0
102122,"Time's Up, Eve","Time's Up, Eve",en,2010-10-12,0.6,2,3.5,0,0,12,Released,False,"Horror, Mystery",0
812620,Don't Go Outside,Don't Go Outside,en,2021-04-01,0.6,0,0.0,0,0,8,Released,False,Horror,0
385301,Munafik,Munafik,ms,2016-02-25,1.199,16,6.6,393894,1058591,98,Released,False,Horror,664697
816187,Into the Outbreak,Into the Outbreak,en,2017-01-01,1.528,1,2.0,0,0,83,Released,False,"Horror, Science Fiction",0
286570,ชุมทางรถไฟผี,Train of the Dead,th,2007-05-10,2.255,9,4.6,0,0,87,Released,False,Horror,0
419701,Warisan,Inheritance,id,1989-01-01,0.6,0,0.0,0,0,95,Released,False,"Action, Horror, Thriller",0
617778,Night Out,Night Out,en,2019-07-18,0.6,0,0.0,0,0,0,Released,False,"Horror, Thriller",0
565373,Koko-di Koko-da,Koko-di Koko-da,sv,2019-08-23,2.083,46,6.0,0,0,86,Released,False,"Comedy, Fantasy, Horror",0
515387,American Exorcist,American Exorcist,en,2018-10-26,3.964,7,5.4,0,0,90,Released,False,"Comedy, Horror",0
210734,Battlefield Death Tales,Battlefield Death Tales,en,2012-08-13,2.416,5,2.9,0,0,87,Released,False,"Horror, War",0
250786,ชาละวัน ไกรทอง 2,Chalawan Kraithong 2,en,2006-01-17,0.633,1,5.0,0,0,90,Released,False,Horror,0
399260,恐怖的情人,The Third Face,zh,1981-06-19,0.6,0,0.0,0,0,86,Released,False,Horror,0
736377,Goreinvasión,Goreinvasión,es,2004-06-06,0.6,0,0.0,0,0,66,Released,False,"Comedy, Horror",0
85000,Blood Cult,Blood Cult,en,1985-05-01,0.7,5,3.8,0,0,89,Released,False,"Horror, Mystery",0
567920,Halloween Horror Tales,Halloween Horror Tales,en,2018-11-29,2.247,5,4.5,0,0,77,Released,False,"Horror, Thriller",0
388410,Edgar Allan Poe's Lighthouse Keeper,Edgar Allan Poe's Lighthouse Keeper,en,2016-03-16,4.44,22,5.2,0,0,128,Released,False,Horror,0
355576,P.O.E. Poetry of Eerie,P.O.E. Poetry of Eerie,it,2011-10-30,0.6,0,0.0,0,0,112,Released,False,Horror,0
279905,Trick of the Witch,Trick of the Witch,en,2010-11-20,0.6,1,5.0,0,0,110,Released,False,"Horror, Thriller",0
863874,Tercera caída,Tercera caída,es,2021-08-19,0.6,0,0.0,0,0,0,Released,False,"Comedy, Horror",0
11348,Fragile,Fragile,en,2005-10-14,11.623,456,6.5,0,0,101,Released,False,"Horror, Mystery, Thriller",0
814800,Goodnight Mommy,Goodnight Mommy,en,2022-09-16,198.775,159,6.2,0,0,91,Released,False,"Drama, Horror, Thriller",0
159826,Broken Night,Broken Night,en,2013-01-16,0.6,3,5.0,0,0,9,Released,False,"Drama, Horror",0
448019,บ้านผีสาว,Ghost House Girl,th,1990-01-01,0.6,0,0.0,0,0,0,Released,False,Horror,0
799097,Thread,Thread,en,2019-03-10,0.6,0,0.0,0,0,2,Released,False,Horror,0
729299,Rabljeva freska,Executioner's Fresco,sl,1995-01-02,0.6,0,0.0,0,0,96,Released,False,"Horror, Mystery, Thriller",0
528263,阴阳先生,Mr Yin Yan,zh,2015-07-15,0.6,0,0.0,0,0,73,Released,False,Horror,0
651187,El Vestido De La Novia,The Wedding Dress,es,2020-02-28,1.891,2,5.0,0,0,83,Released,False,"Comedy, Horror",0
486949,Lost Gully Road,Lost Gully Road,en,2017-11-25,0.78,4,3.3,0,0,80,Released,False,"Horror, Thriller",0
554476,古宅,The Lingering,cn,2018-10-04,2.194,4,6.1,125000,0,86,Released,False,Horror,-125000
549646,Diggerz: Black Lung Rises,Diggerz: Black Lung Rises,en,2019-01-10,1.144,8,4.0,0,0,117,Released,False,Horror,0
619447,The Unborn,The Unborn,en,2020-05-01,3.115,11,5.5,0,0,70,Released,False,Horror,0
785707,Domicile,Domicile,xx,2012-01-01,0.6,1,2.0,0,0,15,Released,False,"Drama, Horror",0
611186,世にも奇妙な物語 ’19雨の特別編,Tales of the Bizarre: 2019 Rain Special,ja,2019-06-08,1.61,1,6.0,0,0,0,Released,False,"Horror, Mystery, Thriller, TV Movie",0
641382,Piano,Piano,en,2014-08-01,0.6,0,0.0,0,0,19,Released,False,"Horror, Music",0
334394,Baskın: Karabasan,Baskin,tr,2015-12-31,8.164,238,5.8,350000,318155,97,Released,False,Horror,-31845
435730,Ilawod,Ilawod,tl,2017-01-18,0.6,1,7.0,0,0,95,Released,False,Horror,0
424284,Desolation,Desolation,en,2017-12-15,3.525,21,4.5,0,0,78,Released,False,"Drama, Horror, Thriller",0
256552,The Horror Convention Massacre,The Horror Convention Massacre,en,2007-08-13,0.67,1,4.0,1000,0,66,Released,False,Horror,-1000
592101,ヒトコワ：本当に怖いのは人間,Hitokowa,ja,2012-12-05,0.684,3,5.7,0,0,60,Released,False,Horror,0
24925,Night of the Demons 2,Night of the Demons 2,en,1994-05-31,12.597,113,6.2,1300000,0,96,Released,False,"Comedy, Horror",-1300000
89720,Kiss of the Tarantula,Kiss of the Tarantula,en,1976-05-01,1.143,8,4.3,0,0,85,Released,False,Horror,0
322574,Ji-okmun,The Gates of Hell,en,1962-12-25,0.6,1,6.0,0,0,0,Released,False,"Adventure, Horror",0
988253,Day Zero,Day Zero,tl,2022-07-03,2.349,0,0.0,0,0,82,Released,False,Horror,0
781326,Amityville in the Hood,Amityville in the Hood,en,2021-12-10,0.967,1,2.0,0,0,70,Released,False,Horror,0
1032385,Poppy Loftus,Poppy Loftus,en,2022-10-28,1.679,0,0.0,0,0,0,Post Production,False,Horror,0
653218,Midnight Kiss,Midnight Kiss,en,2019-12-27,5.043,36,5.4,0,0,89,Released,False,"Horror, TV Movie",0
59802,Incubus,Incubus,eo,1966-10-26,2.302,33,5.7,125000,0,74,Released,False,Horror,-125000
764750,The nigthmare,The nigthmare,es,2020-10-31,0.6,0,0.0,0,0,0,Released,False,Horror,0
567512,Crafty,Crafty,en,2018-12-09,0.6,0,0.0,0,0,4,Released,False,"Animation, Comedy, Horror",0
419623,Ratu Buaya,Alligator Queen,id,1983-01-01,0.6,1,5.0,0,0,82,Released,False,"Action, Fantasy, Horror",0
72963,Zombie Movie,Zombie Movie,en,2005-10-25,0.627,9,6.8,0,0,15,Released,False,"Comedy, Horror",0
980578,Things We Dig,Things We Dig,en,2020-06-20,0.6,0,0.0,0,0,19,Released,False,"Comedy, Horror",0
659223,The Butcher,The Butcher,en,2019-12-24,1.259,3,6.0,0,0,75,Released,False,Horror,0
486570,Spooked,Spooked,en,2017-03-31,0.6,1,6.0,0,0,8,Released,False,"Comedy, Horror",0
736509,Intersect,Intersect,en,2020-02-12,36.44,49,5.7,0,0,119,Released,False,"Horror, Science Fiction, Thriller",0
23437,A Nightmare on Elm Street,A Nightmare on Elm Street,en,2010-04-30,45.628,2292,5.5,35000000,115664037,95,Released,False,"Horror, Mystery, Thriller",80664037
59857,L'arcano incantatore,Arcane Sorcerer,it,1996-01-01,1.769,36,6.8,0,0,96,Released,False,Horror,0
759292,Don't Peek,Don't Peek,en,2020-08-25,0.839,4,5.9,0,0,7,Released,False,Horror,0
415675,Bloodstruck,Bloodstruck,en,2010-01-01,1.713,0,0.0,0,0,0,Released,False,Horror,0
281933,A Maldição do Marialva,The Curse of Marialva,pt,1991-11-14,0.6,1,2.0,0,0,82,Released,False,"Drama, Fantasy, Horror",0
253398,Gonger -  Das Böse kehrt zurück,Gonger -  Das Böse kehrt zurück,de,2010-01-25,0.776,11,6.6,0,0,0,Released,False,Horror,0
405525,גם ילדים התחילו קטנים,Even Kids Started Small,he,2006-01-01,0.6,3,5.7,0,0,30,Released,False,Horror,0
418327,Blood Is Blood,Blood Is Blood,en,2016-09-02,1.526,8,6.5,0,0,80,Released,False,Horror,0
506458,Terror da Vermelha,Terror da Vermelha,pt,1972-01-01,0.6,0,0.0,0,0,35,Released,False,Horror,0
326071,وردة,Warda,ar,2014-06-13,0.677,11,3.9,0,0,73,Released,False,Horror,0
207763,Dementamania,Dementamania,en,2013-08-23,0.939,1,5.0,0,0,85,Released,False,"Horror, Thriller",0
459136,首吊り気球,The Hanging Balloons,ja,2000-03-18,0.655,0,0.0,0,0,25,Released,False,Horror,0
155676,東京伝説 蠢く街の狂気,Tokyo Psycho,ja,2004-09-11,1.4,6,4.0,0,0,78,Released,False,Horror,0
741630,Fish Whiskers,Fish Whiskers,en,2020-10-01,0.6,1,6.0,0,0,10,Released,False,Horror,0
420212,Misteri Dari Gunung Merapi II: Titisan Roh Nyai Kembang,Mystery of Mount Merapi II: Flower Bead Nyai Spirit,id,1990-01-01,1.09,0,0.0,0,0,96,Released,False,"Action, Fantasy, Horror",0
60410,Remote Control,Remote Control,en,1988-04-07,2.784,29,5.7,0,0,88,Released,False,"Comedy, Horror, Science Fiction",0
296273,When Harry Met Sally 2 with Billy Crystal and Helen Mirren,When Harry Met Sally 2 with Billy Crystal and Helen Mirren,en,2011-04-06,1.729,6,6.3,0,0,5,Released,False,"Comedy, Horror",0
35911,Cult of the Cobra,Cult of the Cobra,en,1955-03-30,3.474,25,6.0,0,0,82,Released,False,Horror,0
831600,Motion Detected,Motion Detected,en,2021-03-06,0.6,2,7.0,0,0,7,Released,False,Horror,0
353227,Horror 102: Endgame,Horror 102: Endgame,en,2004-09-04,1.216,2,1.0,0,0,0,Released,False,Horror,0
85177,Return of the Family Man,Return of the Family Man,en,1989-01-01,1.254,1,6.0,0,0,88,Released,False,Horror,0
609,Poltergeist,Poltergeist,en,1982-06-04,40.123,2416,7.1,10700000,122200000,114,Released,False,Horror,111500000
964414,The sleeping beauty,The sleeping beauty,en,2007-07-30,0.6,0,0.0,0,0,11,Released,False,Horror,0
441741,The Small Woman in Grey,The Small Woman in Grey,en,2017-10-01,1.34,2,4.0,0,0,90,Released,False,Horror,0
369306,Deathly Presents,Deathly Presents,en,2015-12-14,0.686,3,4.7,4500,0,6,Released,False,Horror,-4500
392703,House of Darkness,House of Darkness,en,2016-04-17,3.504,17,6.6,2000000,0,86,Released,False,"Horror, Thriller, TV Movie",-2000000
705516,Interferenz,Interference,de,2014-03-20,0.6,0,0.0,0,0,48,Released,False,"Drama, Horror, Science Fiction",0
345641,Pastel de sangre,Cake of Blood,es,1971-01-01,0.6,1,3.0,0,0,89,Released,False,Horror,0
61165,Adam & Evil,Adam & Evil,it,2004-08-20,1.06,12,3.3,0,0,90,Released,False,Horror,0
18498,Ghoulies,Ghoulies,en,1985-01-18,10.416,196,4.8,1000000,35000000,81,Released,False,"Comedy, Fantasy, Horror",34000000
167972,渋谷怪談,The Locker,ja,2004-02-07,1.602,12,5.0,1000000,0,71,Released,False,"Horror, Thriller",-1000000
274214,Gatekeeper,Gatekeeper,en,2008-11-12,1.198,1,2.0,326000,0,73,Released,False,Horror,-326000
416160,The Vault,The Vault,en,2017-09-01,13.173,336,4.8,5000000,5728,91,Released,False,"Horror, Thriller",-4994272
694481,Colore Non Vedenti,Colore Non Vedenti,en,2009-07-31,0.6,0,0.0,0,0,29,Released,False,Horror,0
896592,Divination,Divination,en,2016-01-08,0.6,0,0.0,0,0,4,Released,False,"Fantasy, Horror",0
849306,ムラサキカガミ,Murasaki Kagami,ja,2010-08-18,0.6,0,0.0,0,0,63,Released,False,Horror,0
766,Army of Darkness,Army of Darkness,en,1992-10-31,41.242,2495,7.3,11000000,21502976,81,Released,False,"Comedy, Fantasy, Horror",10502976
946548,ประสบการณ์เสียวจากทางบ้าน,Haunted(From)Home,th,2020-05-08,0.6,0,0.0,0,0,20,Released,False,"Comedy, Horror",0
493678,Strawberry Flavored Plastic,Strawberry Flavored Plastic,en,2018-01-23,1.343,4,4.0,0,0,107,Released,False,"Crime, Drama, Horror, Thriller",0
250072,Jangan Pandang Belakang Congkak 2,Jangan Pandang Belakang Congkak 2,en,2010-10-07,2.102,1,5.0,0,0,90,Released,False,"Comedy, Horror",0
1018829,Pig Killer,Pig Killer,en,2022-09-09,1.389,0,0.0,0,0,120,Released,False,Horror,0
233222,堕胎,Abortion,ja,1966-11-01,1.238,4,5.0,0,0,75,Released,False,"Drama, Horror",0
594445,Switch,Switch,fr,2018-06-22,0.815,5,5.6,0,0,18,Released,False,"Drama, Horror, Science Fiction",0
394546,The Orb,The Orb,en,2005-10-24,1.229,0,0.0,5,0,90,Released,False,"Horror, Science Fiction",-5
27766,Santa Claws,Santa Claws,en,1996-10-22,1.129,7,3.9,0,0,83,Released,False,Horror,0
521891,末世人间道,Lost In Apocalypse,zh,2018-01-19,1.1,0,0.0,0,0,90,Released,False,"Action, Drama, Horror",0
604653,DOREIJYU,DOREIJYU,ja,2000-01-01,0.6,0,0.0,0,0,0,Released,False,Horror,0
398868,Erotic Witch Project 2: Book of Seduction,Erotic Witch Project 2: Book of Seduction,en,2000-05-01,1.607,3,3.7,0,0,74,Released,False,Horror,0
364310,Sumpah Pontianak,Sumpah Pontianak,ms,1958-01-01,0.6,0,0.0,0,0,86,Released,False,"Horror, Music",0
985794,巨蛇闯女校,Rising Boas in a Girl's School,zh,2022-06-09,8.87,4,5.0,0,0,88,Released,False,"Action, Drama, Horror, Science Fiction, Thriller",0
756830,Warm Blood,Warm Blood,en,2020-10-16,0.6,1,3.0,0,0,5,Released,False,Horror,0
56767,The Colossus of New York,The Colossus of New York,en,1958-06-26,2.812,25,5.6,0,0,70,Released,False,"Horror, Science Fiction",0
614696,#살아있다,#Alive,ko,2020-06-24,50.907,1365,7.3,6300000,13416285,98,Released,False,"Action, Horror, Thriller",7116285
1007647,Não Abra Jamais,Do Not Ever Open,pt,2016-12-27,0.6,0,0.0,0,0,9,Released,False,"Fantasy, Horror",0
151725,Dead of Night: A Darkness at Blaisedon,Dead of Night: A Darkness at Blaisedon,en,1969-08-26,0.6,3,6.8,0,0,52,Released,False,"Horror, TV Movie",0
193714,Slice and Dice: The Slasher Film Forever,Slice and Dice: The Slasher Film Forever,en,2012-10-07,3.702,9,5.6,0,0,75,Released,False,"Documentary, Horror",0
256522,レイプゾンビ2 LUST OF THE DEAD アキバ帝国の逆襲,Rape Zombie: Lust of the Dead 2,ja,2013-03-23,15.057,28,4.5,0,0,67,Released,False,"Comedy, Horror",0
85168,Hollywood's New Blood,Hollywood's New Blood,en,1988-01-01,1.648,4,1.5,0,0,77,Released,False,Horror,0
109703,Cadaver Bay,Cadaver Bay,en,2003-10-27,1.38,3,5.7,0,0,82,Released,False,Horror,0
751731,Reflection,Reflection,en,2020-11-03,1.236,1,2.0,0,0,3,Released,False,Horror,0
396550,Sickhouse,Sickhouse,en,2016-06-01,2.411,3,3.3,0,0,68,Released,False,"Horror, Thriller",0
267743,Mark Of The Witch,Mark Of The Witch,en,2014-05-17,3.384,20,3.1,0,0,80,Released,False,"Fantasy, Horror, Science Fiction",0
29402,Mr. Sardonicus,Mr. Sardonicus,en,1961-10-08,3.868,52,6.5,0,0,90,Released,False,"Drama, Horror, Mystery",0
32033,Pulse,Pulse,en,1988-03-04,4.891,47,5.2,0,40397,95,Released,False,"Horror, Science Fiction",40397
25395,Blood Trails,Blood Trails,de,2006-04-20,2.365,27,4.4,0,0,87,Released,False,Horror,0
492440,Return of Suspicion,Return of Suspicion,en,2014-07-23,0.6,3,5.0,0,0,93,Released,False,"Fantasy, Horror, Mystery",0
44239,The Alphabet,The Alphabet,en,1969-02-13,5.424,171,6.6,0,0,4,Released,False,"Animation, Horror",0
48837,Midnight Son,Midnight Son,en,2011-03-04,4.115,33,6.2,0,0,89,Released,False,"Action, Drama, Horror",0
674250,Hantu Ustazah Supiah,Hantu Ustazah Supiah,ms,2020-02-15,0.6,0,0.0,0,0,85,Released,False,"Comedy, Horror",0
496437,The Digital Dead: Return of the Zombies,The Digital Dead: Return of the Zombies,en,2016-10-15,0.6,1,1.0,0,0,91,Released,False,"Animation, Horror, Romance",0
899960,Auch eine Axt,Auch eine Axt,de,2021-10-01,0.6,0,0.0,0,0,0,Released,False,"Comedy, Drama, Horror",0
74016,Someone's Knocking at the Door,Someone's Knocking at the Door,en,2009-08-21,4.069,27,4.5,820000,0,80,Released,False,"Comedy, Horror",-820000
